"Modelo","Clasificación Energética","Motorización","Categoría","MTMA (Kg)","Consumo Eléctrico (kWh/100 km)","Potencia eléctrica (kW)","Autonomía eléctrica (km)","Capacidad de la batería (kWh)"
"Toyota RAV4 HYBRID 4x4 Adventure/Adventure Plus (MY22)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Adventure/Adventure Plus (MY24)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Business/Advance/Advance Plus (MY22)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Business/Advance/Advance plus (MY23)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Business/Advance/Advance Plus (MY24)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 GR Sport plus (MY23)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 GR Sport Plus (MY24)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Llanta 17p (NG19)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Llanta 18p (NG19)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Luxury (MY23)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Luxury 2,5 Llanta 18p (MY20)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Luxury Llanta 18p (NG19)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Style/Style plus (MY23)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Style/Style Plus/Luxury (MY22)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 HYBRID 4x4 Style/Style Plus/Luxury (MY24)","","Híbridos de gasolina","M1","2225","","","",""
"Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Advance Plus[MY23]-Advance Plus","","Híbridos enchufables","M1","2510","17.0","134.0","75.0","18.0"
"Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Advance[MY23]-Advance","","Híbridos enchufables","M1","2510","17.0","134.0","75.0","18.0"
"Toyota RAV4 PLUG-IN 300PH e-CVT (AWD-i) 5P Style Plus [MY23]-Style Plus","","Híbridos enchufables","M1","2510","17.0","134.0","75.0","18.0"
"Toyota RAV4 PLUG-IN Advance/Advance plus (MY21)","","Híbridos enchufables","M1","2510","17.0","134.0","75.0","18.0"
"Toyota RAV4 PLUG-IN Advance/Advance plus (MY22)","","Híbridos enchufables","M1","2510","17.0","134.0","75.0","18.0"
"Toyota RAV4 PLUG-IN Advance/Advance plus (MY24)","","Híbridos enchufables","M1","2510","17.0","134.0","75.0","18.0"
"Toyota RAV4 PLUG-IN GR Sport (MY24)","","Híbridos enchufables","M1","2510","17.0","134.0","75.0","18.0"
"Toyota RAV4 PLUG-IN Style plus (MY21)","","Híbridos enchufables","M1","2510","17.0","134.0","75.0","18.0"
"Toyota RAV4 PLUG-IN Style plus (MY22)","","Híbridos enchufables","M1","2510","17.0","134.0","75.0","18.0"
"Toyota RAV4 PLUG-IN Style plus (MY24)","","Híbridos enchufables","M1","2510","17.0","134.0","75.0","18.0"
